SOC4,Intercept,Coefficient,SOC 4 digit label,SOC2,Value,WeightedRoles
5317.0,89.24516129032259,-0.2552419354838713,"Glaziers, window fabricators and fitters",53,4051.0,-8.62735169143308e-05
5313.0,154.70322580645166,-0.06512096774193829,Bricklayers,53,7354.0,-3.9958364231703154e-05
5316.0,699.3048387096775,-0.7372983870967801,Carpenters and joiners,53,33070.0,-0.0020344204310392662
5312.0,76.23387096774192,-0.04133064516128941,Stonemasons and related trades,53,3635.0,-1.253544713407899e-05
5311.0,37.18709677419355,-0.13014112903225827,Steel erectors,53,1668.0,-1.8112310150743604e-05
5431.0,69.60483870967742,-0.2893145161290333,Butchers,54,3032.0,-7.319183768189803e-05
5435.0,319.65,-1.011895161290321,Cooks,54,14196.0,-0.001198573688757322
5411.0,43.709677419354854,0.10836693548387008,Upholsterers,54,2256.0,2.03985415436433e-05
5433.0,17.691935483870967,0.05856854838709681,Fishmongers and poultry dressers,54,942.0,4.603398723370923e-06
5436.0,827.9080645161291,-0.10110887096774866,Catering and bar managers,54,39804.0,-0.00033579885297956795
5422.0,130.74516129032267,0.16965725806451162,Printers,54,6439.0,9.114945973370722e-05
5421.0,55.56290322580648,0.09284274193548193,Pre-press technicians,54,2794.0,2.164400321300367e-05
5423.0,81.458064516129,-0.09768145161290173,Print finishing and binding workers,54,3843.0,-3.132172839456614e-05
5449.0,295.52741935483874,-1.2123991935483884,Other skilled trades n.e.c.,54,12890.0,-0.0013039525442784961
5441.0,170.5774193548387,0.10252016129032351,"Glass and ceramics makers, decorators and finishers",54,8223.0,7.034007077119794e-05
5413.0,106.86451612903225,0.6440524193548393,Tailors and dressmakers,54,5846.0,0.00031415447967919727
5412.0,85.28225806451614,-0.12449596774193576,Footwear and leather working trades,54,4000.0,-4.1550715497937875e-05
5419.0,59.75483870967743,0.12973790322580592,"Textiles, garments and related trades n.e.c.",54,3021.0,3.2702490632651795e-05
5442.0,94.37258064516128,-0.17499999999999893,Furniture makers and other craft woodworkers,54,4392.0,-6.413034998433415e-05
5443.0,18.662903225806453,0.0180443548387097,Florists,54,942.0,1.4182588149456038e-06
5434.0,2801.141935483871,2.9140120967741914,Chefs,54,140323.0,0.0341179902866337
5432.0,142.82741935483872,-0.24173387096774268,Bakers and flour confectioners,54,6565.0,-0.00013241447621275746
6136.0,1328.3354838709677,0.9150201612903287,Senior care workers,61,65514.0,0.005001819433496434
6129.0,309.6612903225806,-1.5539314516129012,Animal care services occupations n.e.c.,61,13105.0,-0.0016991515347259728
6113.0,1938.3387096774195,7.454133064516122,Educational support assistants,61,103439.0,0.06433461174567329
6112.0,2502.840322580646,6.12590725806446,Teaching assistants,61,128702.0,0.06578379794412517
6111.0,1316.1064516129031,-0.81663306451612,Early education and childcare assistants,61,62836.0,-0.004281527333783196
6138.0,155.87096774193546,0.07913306451612957,"Undertakers, mortuary and crematorium assistants",61,7639.0,5.0437984578070425e-05
6132.0,196.48064516129034,-0.8385080645161306,Ambulance staff (excluding paramedics),61,8479.0,-0.0005932190773216502
6116.0,323.9096774193547,-1.1652217741935404,Nannies and au pairs,61,14222.0,-0.001382714432005478
6117.0,172.50806451612905,-0.3487903225806451,Playworkers,61,7867.0,-0.00022894797504556205
6121.0,54.40806451612902,-0.2876008064516124,Pest control officers,61,2296.0,-5.5096652481913974e-05
6131.0,2915.3258064516135,0.8364919354838256,Nursing auxiliaries and assistants,61,142942.0,0.009976652434273191
6133.0,499.4758064516129,0.767641129032258,Dental nurses,61,25012.0,0.0016020271998587261
6137.0,125.19838709677418,-0.01794354838709661,Care escorts,61,6030.0,-9.027944326428365e-06
6114.0,224.06129032258073,-0.99879032258065,Childminders,61,9625.0,-0.0008021180583204672
6134.0,441.2822580645161,-2.64163306451613,Houseparents and residential wardens,61,17985.0,-0.003964114260268811
6135.0,5329.477419354838,-7.4154233870967,Care workers and home carers,61,250391.0,-0.15492371294522175
6221.0,178.8322580645162,-0.6497983870967775,Hairdressers and barbers,62,7824.0,-0.0004242000356818053
6222.0,371.48709677419356,-1.3328629032258048,Beauticians and related occupations,62,16348.0,-0.0018180814663985635
6212.0,316.8645161290322,-1.5550403225806408,Travel agents,62,13408.0,-0.0017396780587311878
6214.0,147.37580645161285,-0.003830645161286459,Rail travel assistants,62,7142.0,-2.2827323852767107e-06
6219.0,68.84354838709677,-0.15806451612903197,Leisure and travel service occupations n.e.c.,62,3148.0,-4.151760950275555e-05
6213.0,119.71935483870966,-0.4678427419354829,Air travel assistants,62,5299.0,-0.0002068507241795136
6231.0,905.8064516129032,-1.9979838709677369,Housekeepers and related occupations,62,41405.0,-0.0069025251369043755
6240.0,706.9870967741933,-0.6010080645161161,Cleaning and housekeeping managers and supervisors,62,33566.0,-0.0016832286697164283
6250.0,8.64032258064516,0.009375000000000114,Bed and breakfast and guest house owners and proprietors,62,465.0,3.6373698212719466e-07
6232.0,405.6645161290322,-2.5672379032258066,Caretakers,62,16604.0,-0.003556657707816526
6211.0,364.9193548387097,-0.8901209677419354,Sports and leisure assistants,62,16542.0,-0.0012285710511784635
6311.0,12.95,-0.05584677419354836,Police community support officers,63,585.0,-2.7259456246410226e-06
6312.0,101.7967741935484,-0.2695564516129041,Parking and civil enforcement occupations,63,4640.0,-0.00010435924806487754
7111.0,3513.151612903225,-10.213608870967706,Sales and retail assistants,71,159311.0,-0.13576512262177956
7123.0,31.248387096774195,-0.13800403225806465,Roundspersons and van salespersons,71,1376.0,-1.5844313970637123e-05
7115.0,322.36129032258054,-2.2791330645161247,Vehicle and parts salespersons and advisers,71,12915.0,-0.002455994116647462
7124.0,50.94838709677419,-0.15856854838709664,Market and street traders and assistants,71,2285.0,-3.023197256433505e-05
7114.0,735.5935483870968,0.44979838709676806,Pharmacy and optical dispensing assistants,71,36104.0,0.0013549911049170118
7112.0,121.41290322580643,0.1460685483870982,Retail cashiers and check-out operators,71,6047.0,7.369871435559327e-05
7121.0,137.68870967741933,0.25181451612903405,Collector salespersons and credit agents,71,6970.0,0.00014644574910476312
7132.0,574.374193548387,-0.755241935483867,Sales supervisors - retail and wholesale,71,26938.0,-0.001697519121504686
7113.0,281.2935483870967,-1.0359879032258013,Telephone salespersons,71,12355.0,-0.001067973961071624
7125.0,45.398387096774194,0.04919354838709693,Visual merchandisers and related occupations,71,2267.0,9.305139747470997e-06
7131.0,313.2209677419355,-1.3746975806451605,Shopkeepers and owners - retail and wholesale,71,13607.0,-0.00156074798548337
7129.0,575.0532258064518,-1.3586693548387196,Sales related occupations n.e.c.,71,26142.0,-0.002963574301150968
7122.0,330.42903225806447,-0.7435483870967676,"Debt, rent and other cash collectors",71,15036.0,-0.0009328348934174608
7212.0,33.26451612903227,0.011693548387096117,Telephonists,72,1635.0,1.5952446763842991e-06
7213.0,213.16129032258058,-1.3906249999999967,Communication operators,72,8619.0,-0.0010000694098814616
7219.0,3882.5370967741937,-21.10917338709678,Customer service occupations n.e.c.,72,162729.0,-0.28661532813060964
7211.0,478.2225806451612,-4.657560483870965,Call and contact centre occupations,72,17491.0,-0.00679729898446821
7220.0,365.20161290322574,-0.7867943548387051,Customer service supervisors,72,16661.0,-0.0010937687966521108
7214.0,408.1322580645161,-3.6589717741935512,Market research interviewers,72,15493.0,-0.0047299637251824005
8139.0,338.09838709677416,-1.004637096774194,Plant and machine operatives n.e.c.,81,15085.0,-0.0012644968595935588
8159.0,773.0016129032258,0.434879032258068,Construction operatives n.e.c.,81,37908.0,0.0013755062576185112
8149.0,316.24999999999994,-0.9601814516129009,Assemblers and routine operatives n.e.c.,81,14078.0,-0.0011278659950868792
8111.0,1294.6064516129031,-6.9406250000000025,"Food, drink and tobacco process operatives",81,54512.0,-0.031568498531284836
8119.0,85.53870967741932,-0.19143145161290154,Process operatives n.e.c.,81,3921.0,-6.26286953507321e-05
8144.0,127.79838709677416,0.5831653225806469,"Weighers, graders and sorters",81,6849.0,0.00033325915381103333
8143.0,706.3806451612903,0.5820564516129033,Routine inspectors and testers,81,34850.0,0.001692509518276414
8151.0,134.99516129032259,0.04919354838709636,"Scaffolders, stagers and riggers",81,6576.0,2.699188309632491e-05
8120.0,330.9467741935484,-1.026915322580644,Metal working machine operatives,81,14720.0,-0.0012612630531993276
8133.0,193.55806451612904,-1.0404233870967747,Energy plant operatives,81,8097.0,-0.0007029063635415361
8115.0,603.1677419354838,-2.5306451612903245,Metal making and treating process operatives,81,25884.0,-0.005465449365504093
8160.0,106.45806451612899,-0.6758064516129009,"Production, factory and assembly supervisors",81,4369.0,-0.0002463585323024943
8114.0,71.35806451612903,0.1142137096774192,Plastics process operatives,81,3576.0,3.407838285772641e-05
8146.0,123.48225806451615,-0.06592741935483959,Sewing machinists,81,5908.0,-3.24989846485486e-05
8134.0,207.69677419354844,-1.2809475806451658,Water and sewerage plant operatives,81,8518.0,-0.0009103999462606292
8145.0,143.19677419354838,0.2926411290322588,"Tyre, exhaust and windscreen fitters",81,7292.0,0.00017805134290364895
8153.0,37.19193548387098,-0.11885080645161339,Rail construction and maintenance operatives,81,1671.0,-1.657073655039009e-05
8131.0,204.6854838709678,-1.078125000000003,Paper and wood machine operatives,81,8531.0,-0.0007674185427325008
8112.0,522.1112903225808,-1.2806451612903296,Textile process operatives,81,23726.0,-0.0025352253508270036
8113.0,289.14354838709676,-1.1289314516129025,Chemical and related process operatives,81,12609.0,-0.001187712827979647
8135.0,145.6532258064516,-0.10483870967741797,Printing machine assistants,81,6905.0,-6.040161905542244e-05
8152.0,132.77903225806452,-0.4075604838709667,Road construction operatives,81,5947.0,-0.0002022335649357874
8141.0,171.69516129032263,-0.6145161290322609,Assemblers (electrical and electronic products),81,7539.0,-0.00038655407811155184
8132.0,637.7854838709679,-1.6186491935483984,Mining and quarry workers and related operatives,81,28841.0,-0.0038951687711336123
8142.0,223.19999999999996,-1.198487903225804,Assemblers (vehicles and metal goods),81,9394.0,-0.000939393261716092
8234.0,77.22096774193547,-0.13427419354838566,Rail transport operatives,82,3583.0,-4.0142331286229524e-05
8215.0,192.5016129032258,-0.9834677419354826,Driving instructors,82,8045.0,-0.0006601602911540382
8221.0,84.31774193548387,-0.284979838709677,Crane drivers,82,3732.0,-8.873991355540167e-05
8239.0,273.4193548387097,-0.858366935483871,Other drivers and transport operatives n.e.c.,82,12172.0,-0.0008717624405836544
8212.0,363.09677419354836,-0.9480846774193534,Bus and coach drivers,82,16371.0,-0.0012950471072741753
8233.0,53.67419354838709,-0.23820564516128986,Air transport operatives,82,2318.0,-4.607111372322488e-05
8229.0,686.3596774193547,-1.827923387096768,Mobile machine drivers and operatives n.e.c.,82,30851.0,-0.004705334092783949
8222.0,733.5596774193548,-0.29102822580645277,Fork-lift truck drivers,82,35038.0,-0.0008508199211100317
8213.0,115.97096774193548,0.3022177419354844,Taxi and cab drivers and chauffeurs,82,5913.0,0.0001491046079871338
8219.0,510.0887096774192,-2.8281249999999942,Road transport drivers n.e.c.,82,21159.0,-0.0049929471529537115
8232.0,99.05161290322577,-0.334879032258063,Marine and waterways transport operatives,82,4453.0,-0.00012442392035731054
8231.0,45.225806451612904,0.058971774193548675,Train and tram drivers,82,2267.0,1.1154726951374062e-05
8211.0,1351.5870967741935,-15.077520161290327,Heavy and large goods vehicle drivers,82,47397.0,-0.05962714309843021
8214.0,2644.454838709677,0.40403225806455345,Delivery drivers and couriers,82,127315.0,0.004291991418872615
9132.0,340.3790322580646,-2.1809475806451655,"Packers, bottlers, canners and fillers",91,13802.0,-0.002511600034548668
9119.0,372.48548387096776,-1.00766129032258,Fishing and other elementary agriculture occupations n.e.c.,91,16761.0,-0.0014092165381456485
9129.0,1165.9790322580645,-11.133266129032256,Elementary construction occupations n.e.c.,91,43153.0,-0.040086377662857504
9121.0,9.18548387096774,0.07510080645161295,Groundworkers,91,561.0,3.515367163721785e-06
9112.0,108.04999999999998,-0.5837701612903219,Forestry and related workers,91,4516.0,-0.00021996777198657599
9139.0,504.63870967741946,-4.646774193548392,Elementary process plant occupations n.e.c.,91,18898.0,-0.007327075106992596
9131.0,323.92419354838705,-1.5819556451612884,Industrial cleaning process occupations,91,13781.0,-0.0018190233134571287
9111.0,291.6645161290322,-0.8757056451612903,Farm workers,91,13009.0,-0.0009505288282363134
9265.0,1302.6241935483872,3.2558467741935364,Bar staff,92,66789.0,0.018143962055926912
9259.0,212.0935483870968,0.02691532258064406,Elementary storage occupations n.e.c.,92,10248.0,2.3014520760506214e-05
9252.0,3445.411290322582,-14.954637096774256,Warehouse operatives,92,148430.0,-0.18520844944263107
9224.0,595.4387096774195,-0.8283266129032423,"Launderers, dry cleaners and pressers",92,27800.0,-0.0019213639621567637
9231.0,1643.527419354839,3.9786290322580578,Security guards and related occupations,92,84873.0,0.028175149602425887
9263.0,3481.4064516129038,-16.00020161290324,Kitchen and catering assistants,92,147469.0,-0.1968744782861884
9226.0,202.91451612903228,-0.7275201612903228,Vehicle valeters and cleaners,92,8906.0,-0.0005406185630455838
9222.0,54.98064516129031,-0.3193548387096771,Street cleaners,92,2296.0,-6.117987909663638e-05
9223.0,2966.7306451612903,2.106552419354829,Cleaners and domestics,92,146067.0,0.02567364963000741
9261.0,550.7129032258065,-0.4860887096774219,Bar and catering supervisors,92,26035.0,-0.001055932959040905
9225.0,188.0967741935484,-0.7605846774193561,Refuse and salvage occupations,92,8179.0,-0.0005190521688309405
9229.0,60.63548387096774,-0.03921370967741943,Elementary cleaning occupations n.e.c.,92,2834.0,-9.272588883305597e-06
9241.0,79.43870967741935,-0.13528225806451527,Shelf fillers,92,3648.0,-4.1177398300232974e-05
9211.0,346.74193548387103,-2.4611895161290356,"Postal workers, mail sorters and messengers",92,13857.0,-0.0028456239233906853
9262.0,34.08870967741935,-0.03427419354838719,Hospital porters,92,1608.0,-4.598503477132107e-06
9253.0,292.6193548387097,-0.3305443548387096,Delivery operatives,92,13681.0,-0.0003773208614750553
9219.0,452.00322580645155,-3.5712701612903195,Elementary administration occupations n.e.c.,92,17448.0,-0.0051991409048081074
9269.0,258.01935483870966,0.623790322580645,Other elementary services occupations n.e.c.,92,13285.0,0.0006914542041202348
9266.0,511.158064516129,-4.063306451612903,Coffee shop workers,92,19914.0,-0.00675151614355314
9221.0,154.77419354838707,-0.153729838709676,Window cleaners,92,7302.0,-9.366195748240017e-05
9249.0,22.04838709677419,0.004536290322580876,Elementary sales occupations n.e.c.,92,1098.0,4.155912657395163e-07
9233.0,120.18225806451613,1.1005040322580637,Exam invigilators,92,7099.0,0.000651856565705448
9267.0,685.2516129032258,1.7282258064516116,Leisure and theme park attendants,92,35033.0,0.005051740633153231
9251.0,355.524193548387,-0.9415322580645121,Elementary storage supervisors,92,16015.0,-0.0012581295909419145
9264.0,1456.8629032258063,2.5267137096774195,Waiters and waitresses,92,72677.0,0.01532202824774422
9232.0,334.5887096774193,-1.047883064516126,School midday and crossing patrol occupations,92,14851.0,-0.0012984694899925854
